年度,洲別,name,value
105,歐洲,英國,"3,815"
105,歐洲,德國,"1,488"
105,歐洲,波蘭,561
105,歐洲,奧地利,419
105,歐洲,俄羅斯,181
105,歐洲,丹麥,33
105,歐洲,比利時,120
105,歐洲,荷蘭,400
105,歐洲,芬蘭,37
105,歐洲,挪威,20
105,歐洲,瑞典,113
105,歐洲,冰島,2
105,美洲,加拿大,"4,827"
105,美洲,美國,"21,127"
105,大洋洲,澳大利亞,"13,582"
105,大洋洲,紐西蘭,"1,106"
105,亞洲,日本,"8,444"
105,亞洲,韓國,265
105,亞洲,泰國,217
105,亞洲,新加坡,9
105,亞洲,馬來西亞,502
105,亞洲,印尼,210
105,亞洲,菲律賓,64
105,亞洲,印度,15
105,亞洲,越南,364
105,亞洲,汶萊,19
105,亞洲,斯里蘭卡,14
105,亞洲,尼泊爾,1
105,亞洲,孟加拉,1
